1	-1.0
2	-1.0
3	-1.0
4	-1.0
5	-1.0
6	-1.0
7	-1.0
8	-1.0
9	-1.0
10	-1.0
11	-1.0
12	-1.0
13	-1.0
14	-1.0
15	-1.0
16	-1.0
17	-1.0
18	-1.0
19	-1.0
20	-1.0
21	-1.0
22	-1.0
23	-1.0
24	-1.0
25	-1.0
26	-1.0
27	-1.0
28	-1.0
29	-1.0
30	-1.0
31	-1.0
32	-1.0
33	-1.0
34	-1.0
35	-1.0
36	-1.0
37	-1.0
38	-1.0
39	-1.0
40	-1.0
1	2.0
2	2.0
3	2.0
4	2.0
5	2.0
6	2.0
7	2.0
8	2.0
9	2.0
10	2.0
11	2.0
12	2.0
13	2.0
14	2.0
15	2.0
16	2.0
17	2.0
18	2.0
19	2.0
20	2.0
21	2.0
22	2.0
23	2.0
24	2.0
25	2.0
26	2.0
27	2.0
28	2.0
29	2.0
30	2.0
31	2.0
32	2.0
33	2.0
34	2.0
35	2.0
36	2.0
37	2.0
38	2.0
39	2.0
40	2.0
1	1.99999999999996
2	1.9999999999998401
3	1.9999999999993605
4	1.999999999997442
5	1.9999999999897682
6	1.9999999999590727
7	1.999999999836291
8	1.9999999993451638
9	1.9999999973806553
10	1.999999989522621
11	1.9999999580904841
12	1.9999998323619383
13	1.9999993294477814
14	1.9999973177915749
15	1.9999892711734937
16	1.9999570848090826
17	1.999828341078044
18	1.9993133937789613
19	1.9972540465439481
20	1.9890237264361752
21	1.9562153843260486
22	1.82677862987391
23	1.3371201625639997
24	-0.21210967086482313
25	-1.9550094875256163
26	1.822062096315173
27	1.319910282828443
28	-0.2578368452837396
29	-1.9335201612141288
30	1.7385002138215109
31	1.0223829934574389
32	-0.9547330146890065
33	-1.0884848706628412
34	-0.8152006863380978
35	-1.3354478409938944
36	-0.21657906398474625
37	-1.953093509043491
38	1.8145742550678174
39	1.2926797271549244
40	-0.3289791230026702
1	0.0
2	-1.0
3	0.0
4	-1.0
5	0.0
6	-1.0
7	0.0
8	-1.0
9	0.0
10	-1.0
11	0.0
12	-1.0
13	0.0
14	-1.0
15	0.0
16	-1.0
17	0.0
18	-1.0
19	0.0
20	-1.0
21	0.0
22	-1.0
23	0.0
24	-1.0
25	0.0
26	-1.0
27	0.0
28	-1.0
29	0.0
30	-1.0
31	0.0
32	-1.0
33	0.0
34	-1.0
35	0.0
36	-1.0
37	0.0
38	-1.0
39	0.0
40	-1.0
1	0.0
2	-1.0
3	0.0
4	-1.0
5	0.0
6	-1.0
7	0.0
8	-1.0
9	0.0
10	-1.0
11	0.0
12	-1.0
13	0.0
14	-1.0
15	0.0
16	-1.0
17	0.0
18	-1.0
19	0.0
20	-1.0
21	0.0
22	-1.0
23	0.0
24	-1.0
25	0.0
26	-1.0
27	0.0
28	-1.0
29	0.0
30	-1.0
31	0.0
32	-1.0
33	0.0
34	-1.0
35	0.0
36	-1.0
37	0.0
38	-1.0
39	0.0
40	-1.0
1	-0.4375
2	-0.80859375
3	-0.3461761474609375
4	-0.8801620749291033
5	-0.2253147218564956
6	-0.9492332761147301
7	-0.0989561875164966
8	-0.9902076729521999
9	-0.01948876442658909
10	-0.999620188061125
11	-0.0007594796206411569
12	-0.9999994231907058
13	-1.1536182557003727e-6
14	-0.9999999999986692
15	-2.6616486792363503e-12
16	-1.0
17	0.0
18	-1.0
19	0.0
20	-1.0
21	0.0
22	-1.0
23	0.0
24	-1.0
25	0.0
26	-1.0
27	0.0
28	-1.0
29	0.0
30	-1.0
31	0.0
32	-1.0
33	0.0
34	-1.0
35	0.0
36	-1.0
37	0.0
38	-1.0
39	0.0
40	-1.0
1	-0.9375
2	-0.12109375
3	-0.9853363037109375
4	-0.029112368589267135
5	-0.9991524699951226
6	-0.0016943417026455965
7	-0.9999971292061947
8	-5.741579369278327e-6
9	-0.9999999999670343
10	-6.593148249578462e-11
11	-1.0
12	0.0
13	-1.0
14	0.0
15	-1.0
16	0.0
17	-1.0
18	0.0
19	-1.0
20	0.0
21	-1.0
22	0.0
23	-1.0
24	0.0
25	-1.0
26	0.0
27	-1.0
28	0.0
29	-1.0
30	0.0
31	-1.0
32	0.0
33	-1.0
34	0.0
35	-1.0
36	0.0
37	-1.0
38	0.0
39	-1.0
40	0.0
